pair_index,free_slot,sent_order,template,differences,case,referent,prime,prime_referent,prime_case,prime_style,has_personal_pronoun,has_inanimate_pronoun
67,2,"[0, 1]",The nurse told the patient not to eat anything for BLANK to be able to have blood drawn.,"['him', 'her']",$ACC_PRONOUN,patient,The nurse and the patient were both present.,nurse,$ACC_PRONOUN,conjunction,False,False
67,1,"[1, 0]",The nurse told the patient not to eat anything for BLANK to be able to draw a blood sample.,"['him', 'her']",$ACC_PRONOUN,nurse,The nurse and the patient were both present.,patient,$ACC_PRONOUN,conjunction,False,False
68,2,"[0, 1]",The nurse notified the patient that BLANK blood would be drawn in an hour.,"['his', 'her']",$POSS_PRONOUN,patient,The nurse and the patient were both present.,nurse,$POSS_PRONOUN,conjunction,False,False
68,1,"[1, 0]",The nurse notified the patient that BLANK shift would be ending in an hour.,"['his', 'her']",$POSS_PRONOUN,nurse,The nurse and the patient were both present.,patient,$POSS_PRONOUN,conjunction,False,False
69,2,"[0, 1]","The investigator tried to call the witness, but BLANK kept getting no response.","['he', 'she']",$NOM_PRONOUN,investigator,The witness and the investigator were both present.,witness,$NOM_PRONOUN,conjunction,False,False
69,1,"[1, 0]","The investigator tried to call the witness, but BLANK could not be reached.","['he', 'she']",$NOM_PRONOUN,witness,The witness and the investigator were both present.,investigator,$NOM_PRONOUN,conjunction,False,False
70,2,"[0, 1]",The investigator wanted to interview the witness in person for BLANK to observe body language.,"['him', 'her']",$ACC_PRONOUN,investigator,The witness and the investigator were both present.,witness,$ACC_PRONOUN,conjunction,False,False
70,1,"[1, 0]",The investigator wanted to interview the witness in person for BLANK not to be able to avoid the questions.,"['him', 'her']",$ACC_PRONOUN,witness,The witness and the investigator were both present.,investigator,$ACC_PRONOUN,conjunction,False,False
71,2,"[0, 1]",The investigator did not trust the witness because BLANK gut said something was wrong.,"['his', 'her']",$POSS_PRONOUN,investigator,The witness and the investigator were both present.,witness,$POSS_PRONOUN,conjunction,False,False
71,1,"[1, 0]",The investigator did not trust the witness because BLANK story was full of inconsistencies.,"['his', 'her']",$POSS_PRONOUN,witness,The witness and the investigator were both present.,investigator,$POSS_PRONOUN,conjunction,False,False
72,2,"[0, 1]",The customer left the bartender a big tip because BLANK had made the drink very strong.,"['he', 'she']",$NOM_PRONOUN,bartender,The customer and the bartender were both present.,customer,$NOM_PRONOUN,conjunction,False,False
72,1,"[1, 0]",The customer left the bartender a big tip because BLANK felt generous.,"['he', 'she']",$NOM_PRONOUN,customer,The customer and the bartender were both present.,bartender,$NOM_PRONOUN,conjunction,False,False
73,2,"[0, 1]",The bartender made the customer a strong drink for BLANK to get a bigger tip.,"['him', 'her']",$ACC_PRONOUN,bartender,The customer and the bartender were both present.,customer,$ACC_PRONOUN,conjunction,False,False
73,1,"[1, 0]",The bartender made the customer a strong drink for BLANK to enjoy.,"['him', 'her']",$ACC_PRONOUN,customer,The customer and the bartender were both present.,bartender,$ACC_PRONOUN,conjunction,False,False
74,2,"[0, 1]",The bartender made the customer a drink with BLANK most expensive vodka.,"['his', 'her']",$POSS_PRONOUN,bartender,The customer and the bartender were both present.,customer,$POSS_PRONOUN,conjunction,False,False
74,1,"[1, 0]",The bartender made the customer a drink with BLANK preferences in mind.,"['his', 'her']",$POSS_PRONOUN,customer,The customer and the bartender were both present.,bartender,$POSS_PRONOUN,conjunction,False,False
75,2,"[0, 1]",The patient was referred to the specialist because BLANK had knowledge of rare skin conditions.,"['he', 'she']",$NOM_PRONOUN,specialist,The patient and the specialist were both present.,patient,$NOM_PRONOUN,conjunction,False,False
75,1,"[1, 0]",The patient was referred to the specialist because BLANK had a rare skin condition.,"['he', 'she']",$NOM_PRONOUN,patient,The patient and the specialist were both present.,specialist,$NOM_PRONOUN,conjunction,False,False
76,2,"[0, 1]",The patient was referred to the specialist for BLANK to give a second opinion.,"['him', 'her']",$ACC_PRONOUN,specialist,The patient and the specialist were both present.,patient,$ACC_PRONOUN,conjunction,False,False
76,1,"[1, 0]",The patient was referred to the specialist for BLANK to get a second opinion.,"['him', 'her']",$ACC_PRONOUN,patient,The patient and the specialist were both present.,specialist,$ACC_PRONOUN,conjunction,False,False
77,2,"[0, 1]",The specialist told the patient to follow BLANK instructions when taking the new medication.,"['his', 'her']",$POSS_PRONOUN,specialist,The patient and the specialist were both present.,patient,$POSS_PRONOUN,conjunction,False,False
77,1,"[1, 0]",The specialist told the patient to follow BLANK normal eating schedule going forward.,"['his', 'her']",$POSS_PRONOUN,patient,The patient and the specialist were both present.,specialist,$POSS_PRONOUN,conjunction,False,False
78,2,"[0, 1]",The electrician warned the homeowner that BLANK might need an extra day to finish rewiring the house.,"['he', 'she']",$NOM_PRONOUN,electrician,The homeowner and the electrician were both present.,homeowner,$NOM_PRONOUN,conjunction,False,False
78,1,"[1, 0]",The electrician warned the homeowner that BLANK might have to pay more than the initial estimate.,"['he', 'she']",$NOM_PRONOUN,homeowner,The homeowner and the electrician were both present.,electrician,$NOM_PRONOUN,conjunction,False,False
79,2,"[0, 1]",The electrician reminded the homeowner of the costs for BLANK to avoid any legal claims afterwards.,"['him', 'her']",$ACC_PRONOUN,electrician,The homeowner and the electrician were both present.,homeowner,$ACC_PRONOUN,conjunction,False,False
79,1,"[1, 0]",The electrician reminded the homeowner of the costs for BLANK not to claim ignorance afterwards.,"['him', 'her']",$ACC_PRONOUN,homeowner,The homeowner and the electrician were both present.,electrician,$ACC_PRONOUN,conjunction,False,False
80,2,"[0, 1]",The electrician reminded the homeowner that BLANK hourly rate did not include the cost of the bulbs.,"['his', 'her']",$POSS_PRONOUN,electrician,The homeowner and the electrician were both present.,homeowner,$POSS_PRONOUN,conjunction,False,False
80,1,"[1, 0]",The electrician reminded the homeowner that BLANK electricity meter had to be upgraded.,"['his', 'her']",$POSS_PRONOUN,homeowner,The homeowner and the electrician were both present.,electrician,$POSS_PRONOUN,conjunction,False,False
81,2,"[0, 1]",The officer arrested the protester even though BLANK had not been violent.,"['he', 'she']",$NOM_PRONOUN,protester,The officer and the protester were both present.,officer,$NOM_PRONOUN,conjunction,False,False
81,1,"[1, 0]",The officer arrested the protester even though BLANK had a day off.,"['he', 'she']",$NOM_PRONOUN,officer,The officer and the protester were both present.,protester,$NOM_PRONOUN,conjunction,False,False
82,2,"[0, 1]",The officer told the protester it was imperative for BLANK to stop vandalizing property immediately.,"['him', 'her']",$ACC_PRONOUN,protester,The officer and the protester were both present.,officer,$ACC_PRONOUN,conjunction,False,False
82,1,"[1, 0]",The officer told the protester it was imperative for BLANK to arrest everyone who was vandalizing property.,"['him', 'her']",$ACC_PRONOUN,officer,The officer and the protester were both present.,protester,$ACC_PRONOUN,conjunction,False,False
83,2,"[0, 1]",The officer informed the protester about BLANK rights during the arrest.,"['his', 'her']",$POSS_PRONOUN,protester,The officer and the protester were both present.,officer,$POSS_PRONOUN,conjunction,False,False
83,1,"[1, 0]",The officer informed the protester about BLANK duty to keep the peace.,"['his', 'her']",$POSS_PRONOUN,officer,The officer and the protester were both present.,protester,$POSS_PRONOUN,conjunction,False,False
84,2,"[0, 1]",The pathologist needed to test blood samples from the victim because BLANK might have been poisoned.,"['he', 'she']",$NOM_PRONOUN,victim,The pathologist and the victim were both present.,pathologist,$NOM_PRONOUN,conjunction,False,False
84,1,"[1, 0]",The pathologist needed to test blood samples from the victim because BLANK had to check for poisoning.,"['he', 'she']",$NOM_PRONOUN,pathologist,The pathologist and the victim were both present.,victim,$NOM_PRONOUN,conjunction,False,False
85,2,"[0, 1]",The pathologist received samples from the victim for BLANK to be diagnosed.,"['him', 'her']",$ACC_PRONOUN,victim,The pathologist and the victim were both present.,pathologist,$ACC_PRONOUN,conjunction,False,False
85,1,"[1, 0]",The pathologist received samples from the victim for BLANK to analyze.,"['him', 'her']",$ACC_PRONOUN,pathologist,The pathologist and the victim were both present.,victim,$ACC_PRONOUN,conjunction,False,False
86,2,"[0, 1]",The pathologist obtained tissue samples from the victim for BLANK illness to be diagnosed.,"['his', 'her']",$POSS_PRONOUN,victim,The pathologist and the victim were both present.,pathologist,$POSS_PRONOUN,conjunction,False,False
86,1,"[1, 0]",The pathologist obtained tissue samples from the victim for BLANK report on the poisoning.,"['his', 'her']",$POSS_PRONOUN,pathologist,The pathologist and the victim were both present.,victim,$POSS_PRONOUN,conjunction,False,False
87,2,"[0, 1]",The student asked the teacher if BLANK could grant an extension on the assignment.,"['he', 'she']",$NOM_PRONOUN,teacher,The student and the teacher were both present.,student,$NOM_PRONOUN,conjunction,False,False
87,1,"[1, 0]",The student asked the teacher if BLANK could get an extension on the assignment.,"['he', 'she']",$NOM_PRONOUN,student,The student and the teacher were both present.,teacher,$NOM_PRONOUN,conjunction,False,False
88,2,"[0, 1]",The teacher gave the student detailed feedback on the essay for BLANK to explain how it could be improved.,"['him', 'her']",$ACC_PRONOUN,teacher,The student and the teacher were both present.,student,$ACC_PRONOUN,conjunction,False,False
88,1,"[1, 0]",The teacher gave the student detailed feedback on the essay for BLANK to incorporate into the second draft.,"['him', 'her']",$ACC_PRONOUN,student,The student and the teacher were both present.,teacher,$ACC_PRONOUN,conjunction,False,False
89,2,"[0, 1]",The student asked the teacher if BLANK grading policy was strict.,"['his', 'her']",$POSS_PRONOUN,teacher,The student and the teacher were both present.,student,$POSS_PRONOUN,conjunction,False,False
89,1,"[1, 0]",The student asked the teacher if BLANK assignment could be regraded.,"['his', 'her']",$POSS_PRONOUN,student,The student and the teacher were both present.,teacher,$POSS_PRONOUN,conjunction,False,False
90,2,"[0, 1]",The lawyer cross-examined the witness until BLANK ran out of questions.,"['he', 'she']",$NOM_PRONOUN,lawyer,The witness and the lawyer were both present.,witness,$NOM_PRONOUN,conjunction,False,False
90,1,"[1, 0]",The lawyer cross-examined the witness until BLANK broke under pressure.,"['he', 'she']",$NOM_PRONOUN,witness,The witness and the lawyer were both present.,lawyer,$NOM_PRONOUN,conjunction,False,False
91,2,"[0, 1]",The lawyer cross-examined the witness for BLANK to find out the truth.,"['him', 'her']",$ACC_PRONOUN,lawyer,The witness and the lawyer were both present.,witness,$ACC_PRONOUN,conjunction,False,False
91,1,"[1, 0]",The lawyer cross-examined the witness for BLANK to come clean about what had happened.,"['him', 'her']",$ACC_PRONOUN,witness,The witness and the lawyer were both present.,lawyer,$ACC_PRONOUN,conjunction,False,False
92,2,"[0, 1]",The lawyer cross-examined the witness until BLANK questions were answered.,"['his', 'her']",$POSS_PRONOUN,lawyer,The witness and the lawyer were both present.,witness,$POSS_PRONOUN,conjunction,False,False
92,1,"[1, 0]",The lawyer cross-examined the witness until BLANK lies were uncovered.,"['his', 'her']",$POSS_PRONOUN,witness,The witness and the lawyer were both present.,lawyer,$POSS_PRONOUN,conjunction,False,False
93,2,"[0, 1]",The resident told the planner that BLANK would destroy nature with the new airport.,"['he', 'she']",$NOM_PRONOUN,planner,The resident and the planner were both present.,resident,$NOM_PRONOUN,conjunction,False,False
93,1,"[1, 0]",The resident told the planner that BLANK strongly opposed the proposal to build a new airport.,"['he', 'she']",$NOM_PRONOUN,resident,The resident and the planner were both present.,planner,$NOM_PRONOUN,conjunction,False,False
94,2,"[0, 1]",The planner interviewed the resident for BLANK to get feedback on the new bus route through the neighbourhood.,"['him', 'her']",$ACC_PRONOUN,planner,The resident and the planner were both present.,resident,$ACC_PRONOUN,conjunction,False,False
94,1,"[1, 0]",The planner interviewed the resident for BLANK to give feedback on the new bus route through the neighbourhood.,"['him', 'her']",$ACC_PRONOUN,resident,The resident and the planner were both present.,planner,$ACC_PRONOUN,conjunction,False,False
95,2,"[0, 1]",The planner spoke with the resident who said that BLANK proposal to build a new airport would be met with fierce opposition.,"['his', 'her']",$POSS_PRONOUN,planner,The resident and the planner were both present.,resident,$POSS_PRONOUN,conjunction,False,False
95,1,"[1, 0]",The planner spoke with the resident who said that BLANK entire community did not want an airport nearby.,"['his', 'her']",$POSS_PRONOUN,resident,The resident and the planner were both present.,planner,$POSS_PRONOUN,conjunction,False,False
96,2,"[0, 1]",The practitioner made a house call for the patient because BLANK felt a sense of obligation.,"['he', 'she']",$NOM_PRONOUN,practitioner,The patient and the practitioner were both present.,patient,$NOM_PRONOUN,conjunction,False,False
96,1,"[1, 0]",The practitioner made a house call for the patient because BLANK felt gravely ill.,"['he', 'she']",$NOM_PRONOUN,patient,The patient and the practitioner were both present.,practitioner,$NOM_PRONOUN,conjunction,False,False
97,2,"[0, 1]",The practitioner examined the patient in order for BLANK to make a diagnosis.,"['him', 'her']",$ACC_PRONOUN,practitioner,The patient and the practitioner were both present.,patient,$ACC_PRONOUN,conjunction,False,False
97,1,"[1, 0]",The practitioner examined the patient in order for BLANK to be diagnosed.,"['him', 'her']",$ACC_PRONOUN,patient,The patient and the practitioner were both present.,practitioner,$ACC_PRONOUN,conjunction,False,False
98,2,"[0, 1]",The practitioner gave the patient BLANK medical opinion.,"['his', 'her']",$POSS_PRONOUN,practitioner,The patient and the practitioner were both present.,patient,$POSS_PRONOUN,conjunction,False,False
98,1,"[1, 0]",The practitioner gave the patient BLANK test results.,"['his', 'her']",$POSS_PRONOUN,patient,The patient and the practitioner were both present.,practitioner,$POSS_PRONOUN,conjunction,False,False
99,2,"[0, 1]",The homeowner called the plumber to ask if BLANK could pay with a cheque.,"['he', 'she']",$NOM_PRONOUN,homeowner,The plumber and the homeowner were both present.,plumber,$NOM_PRONOUN,conjunction,False,False
99,1,"[1, 0]",The homeowner called the plumber to ask if BLANK could come over to fix a burst pipe.,"['he', 'she']",$NOM_PRONOUN,plumber,The plumber and the homeowner were both present.,homeowner,$NOM_PRONOUN,conjunction,False,False
100,2,"[0, 1]",The homeowner called the plumber about the damage for BLANK to get an estimate of the price to fix it..,"['him', 'her']",$ACC_PRONOUN,homeowner,The plumber and the homeowner were both present.,plumber,$ACC_PRONOUN,conjunction,False,False
100,1,"[1, 0]",The homeowner called the plumber about the damage for BLANK to come fix the pipes.,"['him', 'her']",$ACC_PRONOUN,plumber,The plumber and the homeowner were both present.,homeowner,$ACC_PRONOUN,conjunction,False,False
101,2,"[0, 1]",The homeowner called the plumber to get BLANK broken pipes fixed.,"['his', 'her']",$POSS_PRONOUN,homeowner,The plumber and the homeowner were both present.,plumber,$POSS_PRONOUN,conjunction,False,False
101,1,"[1, 0]",The homeowner called the plumber to get BLANK advice on a leaky faucet.,"['his', 'her']",$POSS_PRONOUN,plumber,The plumber and the homeowner were both present.,homeowner,$POSS_PRONOUN,conjunction,False,False
102,2,"[0, 1]",The student asked the instructor if BLANK had performed well on the exam.,"['he', 'she']",$NOM_PRONOUN,student,The instructor and the student were both present.,instructor,$NOM_PRONOUN,conjunction,False,False
102,1,"[1, 0]",The student asked the instructor if BLANK could explain the concepts again.,"['he', 'she']",$NOM_PRONOUN,instructor,The instructor and the student were both present.,student,$NOM_PRONOUN,conjunction,False,False
103,2,"[0, 1]",The instructor encouraged the student to ask for help for BLANK to pass the course.,"['him', 'her']",$ACC_PRONOUN,student,The instructor and the student were both present.,instructor,$ACC_PRONOUN,conjunction,False,False
103,1,"[1, 0]",The instructor encouraged the student to ask for help for BLANK to understand which concepts to explain again.,"['him', 'her']",$ACC_PRONOUN,instructor,The instructor and the student were both present.,student,$ACC_PRONOUN,conjunction,False,False
104,2,"[0, 1]",The instructor encouraged the student to go to BLANK dream university.,"['his', 'her']",$POSS_PRONOUN,student,The instructor and the student were both present.,instructor,$POSS_PRONOUN,conjunction,False,False
104,1,"[1, 0]",The instructor encouraged the student to go to BLANK office hours.,"['his', 'her']",$POSS_PRONOUN,instructor,The instructor and the student were both present.,student,$POSS_PRONOUN,conjunction,False,False
105,2,"[0, 1]",The child asked the surgeon if BLANK had any lollipops.,"['he', 'she']",$NOM_PRONOUN,surgeon,The child and the surgeon were both present.,child,$NOM_PRONOUN,conjunction,False,False
105,1,"[1, 0]",The child asked the surgeon if BLANK could have a lollipop.,"['he', 'she']",$NOM_PRONOUN,child,The child and the surgeon were both present.,surgeon,$NOM_PRONOUN,conjunction,False,False
106,2,"[0, 1]",The surgeon operated on the child with great care for BLANK not to make any mistakes.,"['him', 'her']",$ACC_PRONOUN,surgeon,The child and the surgeon were both present.,child,$ACC_PRONOUN,conjunction,False,False
106,1,"[1, 0]",The surgeon operated on the child with great care for BLANK to have a normal life afterwards.,"['him', 'her']",$ACC_PRONOUN,child,The child and the surgeon were both present.,surgeon,$ACC_PRONOUN,conjunction,False,False
107,2,"[0, 1]",The surgeon operated on the child with great care; BLANK affection had grown over time.,"['his', 'her']",$POSS_PRONOUN,surgeon,The child and the surgeon were both present.,child,$POSS_PRONOUN,conjunction,False,False
107,1,"[1, 0]",The surgeon operated on the child with great care; BLANK tumor had grown over time.,"['his', 'her']",$POSS_PRONOUN,child,The child and the surgeon were both present.,surgeon,$POSS_PRONOUN,conjunction,False,False
108,2,"[0, 1]",The veterinarian informed the owner that BLANK did not work on weekends.,"['he', 'she']",$NOM_PRONOUN,veterinarian,The owner and the veterinarian were both present.,owner,$NOM_PRONOUN,conjunction,False,False
108,1,"[1, 0]",The veterinarian informed the owner that BLANK could bring the cat in for an emergency visit.,"['he', 'she']",$NOM_PRONOUN,owner,The owner and the veterinarian were both present.,veterinarian,$NOM_PRONOUN,conjunction,False,False
109,2,"[0, 1]",The veterinarian asked the owner to come into the room for BLANK to ask about the cat's diet at home.,"['him', 'her']",$ACC_PRONOUN,veterinarian,The owner and the veterinarian were both present.,owner,$ACC_PRONOUN,conjunction,False,False
109,1,"[1, 0]",The veterinarian asked the owner to come into the room for BLANK to hold the cat during the examination.,"['him', 'her']",$ACC_PRONOUN,owner,The owner and the veterinarian were both present.,veterinarian,$ACC_PRONOUN,conjunction,False,False
110,2,"[0, 1]",The veterinarian informed the owner that BLANK clinic was not open on weekends.,"['his', 'her']",$POSS_PRONOUN,veterinarian,The owner and the veterinarian were both present.,owner,$POSS_PRONOUN,conjunction,False,False
110,1,"[1, 0]",The veterinarian informed the owner that BLANK cat had developed diabetes.,"['his', 'her']",$POSS_PRONOUN,owner,The owner and the veterinarian were both present.,veterinarian,$POSS_PRONOUN,conjunction,False,False
111,2,"[0, 1]",The paramedic performed CPR on the passenger because BLANK went into cardiac arrest.,"['he', 'she']",$NOM_PRONOUN,passenger,The paramedic and the passenger were both present.,paramedic,$NOM_PRONOUN,conjunction,False,False
111,1,"[1, 0]",The paramedic performed CPR on the passenger because BLANK had first aid training.,"['he', 'she']",$NOM_PRONOUN,paramedic,The paramedic and the passenger were both present.,passenger,$NOM_PRONOUN,conjunction,False,False
112,2,"[0, 1]",The paramedic performed CPR on the passenger for BLANK to be saved.,"['him', 'her']",$ACC_PRONOUN,passenger,The paramedic and the passenger were both present.,paramedic,$ACC_PRONOUN,conjunction,False,False
112,1,"[1, 0]",The paramedic performed CPR on the passenger for BLANK to comply with protocol.,"['him', 'her']",$ACC_PRONOUN,paramedic,The paramedic and the passenger were both present.,passenger,$ACC_PRONOUN,conjunction,False,False
113,2,"[0, 1]",The paramedic performed CPR on the passenger because of BLANK laboured breathing.,"['his', 'her']",$POSS_PRONOUN,passenger,The paramedic and the passenger were both present.,paramedic,$POSS_PRONOUN,conjunction,False,False
113,1,"[1, 0]",The paramedic performed CPR on the passenger because of BLANK training to recognize the warning signs.,"['his', 'her']",$POSS_PRONOUN,paramedic,The paramedic and the passenger were both present.,passenger,$POSS_PRONOUN,conjunction,False,False
114,2,"[0, 1]","The examiner asked the intern to perform an autopsy alone, but BLANK had to intervene halfway through.","['he', 'she']",$NOM_PRONOUN,examiner,The intern and the examiner were both present.,intern,$NOM_PRONOUN,conjunction,False,False
114,1,"[1, 0]","The examiner asked the intern to perform an autopsy alone, but BLANK requested help halfway through.","['he', 'she']",$NOM_PRONOUN,intern,The intern and the examiner were both present.,examiner,$NOM_PRONOUN,conjunction,False,False
115,2,"[0, 1]",The examiner performed an autopsy in front of the intern for BLANK to demonstrate how it was done.,"['him', 'her']",$ACC_PRONOUN,examiner,The intern and the examiner were both present.,intern,$ACC_PRONOUN,conjunction,False,False
115,1,"[1, 0]",The examiner performed an autopsy in front of the intern for BLANK to learn how to do it.,"['him', 'her']",$ACC_PRONOUN,intern,The intern and the examiner were both present.,examiner,$ACC_PRONOUN,conjunction,False,False
116,2,"[0, 1]",The examiner gave the intern BLANK feedback on the autopsy report.,"['his', 'her']",$POSS_PRONOUN,examiner,The intern and the examiner were both present.,intern,$POSS_PRONOUN,conjunction,False,False
116,1,"[1, 0]",The examiner gave the intern BLANK first opportunity to perform an autopsy.,"['his', 'her']",$POSS_PRONOUN,intern,The intern and the examiner were both present.,examiner,$POSS_PRONOUN,conjunction,False,False
117,2,"[0, 1]",The chemist told the visitor that BLANK would be delighted to answer any questions about the laboratory.,"['he', 'she']",$NOM_PRONOUN,chemist,The visitor and the chemist were both present.,visitor,$NOM_PRONOUN,conjunction,False,False
117,1,"[1, 0]",The chemist told the visitor that BLANK would be given safety glasses before being allowed to enter the laboratory.,"['he', 'she']",$NOM_PRONOUN,visitor,The visitor and the chemist were both present.,chemist,$NOM_PRONOUN,conjunction,False,False
118,2,"[0, 1]",The chemist instructed the visitor to put on safety glasses in order for BLANK to continue doing chemistry demonstrations.,"['him', 'her']",$ACC_PRONOUN,chemist,The visitor and the chemist were both present.,visitor,$ACC_PRONOUN,conjunction,False,False
118,1,"[1, 0]",The chemist instructed the visitor to put on safety glasses in order for BLANK to be allowed into the laboratory.,"['him', 'her']",$ACC_PRONOUN,visitor,The visitor and the chemist were both present.,chemist,$ACC_PRONOUN,conjunction,False,False
119,2,"[0, 1]",The chemist told the visitor that BLANK laboratory contained a variety of chemicals.,"['his', 'her']",$POSS_PRONOUN,chemist,The visitor and the chemist were both present.,visitor,$POSS_PRONOUN,conjunction,False,False
119,1,"[1, 0]",The chemist told the visitor that BLANK questions about the laboratory were welcome.,"['his', 'her']",$POSS_PRONOUN,visitor,The visitor and the chemist were both present.,chemist,$POSS_PRONOUN,conjunction,False,False
120,2,"[0, 1]","The machinist gave the child a laser cutter demonstration, but said BLANK could not provide adult supervision beyond this one time.","['he', 'she']",$NOM_PRONOUN,machinist,The child and the machinist were both present.,child,$NOM_PRONOUN,conjunction,False,False
120,1,"[1, 0]","The machinist gave the child a laser cutter demonstration, but said BLANK would not be allowed to operate it without adult supervision.","['he', 'she']",$NOM_PRONOUN,child,The child and the machinist were both present.,machinist,$NOM_PRONOUN,conjunction,False,False
121,2,"[0, 1]",The machinist told the child it was not possible for BLANK to provide adult supervision with the laser cutter.,"['him', 'her']",$ACC_PRONOUN,machinist,The child and the machinist were both present.,child,$ACC_PRONOUN,conjunction,False,False
121,1,"[1, 0]",The machinist told the child it was not possible for BLANK to use the laser cutter without adult supervision.,"['him', 'her']",$ACC_PRONOUN,child,The child and the machinist were both present.,machinist,$ACC_PRONOUN,conjunction,False,False
122,2,"[0, 1]",The machinist told the child that BLANK presence was required whenever the machine was running.,"['his', 'her']",$POSS_PRONOUN,machinist,The child and the machinist were both present.,child,$POSS_PRONOUN,conjunction,False,False
122,1,"[1, 0]",The machinist told the child that BLANK age meant that an adult's presence was required whenever the laser cutter was running.,"['his', 'her']",$POSS_PRONOUN,child,The child and the machinist were both present.,machinist,$POSS_PRONOUN,conjunction,False,False
123,2,"[0, 1]",The appraiser told the buyer that BLANK valued the painting at ten thousand dollars.,"['he', 'she']",$NOM_PRONOUN,appraiser,The buyer and the appraiser were both present.,buyer,$NOM_PRONOUN,conjunction,False,False
123,1,"[1, 0]",The appraiser told the buyer that BLANK had paid too much for the painting.,"['he', 'she']",$NOM_PRONOUN,buyer,The buyer and the appraiser were both present.,appraiser,$NOM_PRONOUN,conjunction,False,False
124,2,"[0, 1]",The appraiser met with the buyer after the purchase for BLANK to estimate its value.,"['him', 'her']",$ACC_PRONOUN,appraiser,The buyer and the appraiser were both present.,buyer,$ACC_PRONOUN,conjunction,False,False
124,1,"[1, 0]",The appraiser met with the buyer after the purchase for BLANK to request an estimate of its value.,"['him', 'her']",$ACC_PRONOUN,buyer,The buyer and the appraiser were both present.,appraiser,$ACC_PRONOUN,conjunction,False,False
125,2,"[0, 1]",The appraiser gave the buyer BLANK estimates of the painting's value.,"['his', 'her']",$POSS_PRONOUN,appraiser,The buyer and the appraiser were both present.,buyer,$POSS_PRONOUN,conjunction,False,False
125,1,"[1, 0]",The appraiser gave the buyer BLANK paintings back.,"['his', 'her']",$POSS_PRONOUN,buyer,The buyer and the appraiser were both present.,appraiser,$POSS_PRONOUN,conjunction,False,False
126,2,"[0, 1]",The patient told the nutritionist that BLANK had been making helpful suggestions.,"['he', 'she']",$NOM_PRONOUN,nutritionist,The patient and the nutritionist were both present.,patient,$NOM_PRONOUN,conjunction,False,False
126,1,"[1, 0]",The patient told the nutritionist that BLANK had been finding it hard to eat enough.,"['he', 'she']",$NOM_PRONOUN,patient,The patient and the nutritionist were both present.,nutritionist,$NOM_PRONOUN,conjunction,False,False
127,2,"[0, 1]",The nutritionist showed the patient scientific studies for BLANK to emphasize the importance of eating iron-rich foods.,"['him', 'her']",$ACC_PRONOUN,nutritionist,The patient and the nutritionist were both present.,patient,$ACC_PRONOUN,conjunction,False,False
127,1,"[1, 0]",The nutritionist showed the patient scientific studies for BLANK to be convinced to eat more iron-rich foods.,"['him', 'her']",$ACC_PRONOUN,patient,The patient and the nutritionist were both present.,nutritionist,$ACC_PRONOUN,conjunction,False,False
128,2,"[0, 1]",The nutritionist explained to the patient that it was BLANK belief that diet and exercise were equally important.,"['his', 'her']",$POSS_PRONOUN,nutritionist,The patient and the nutritionist were both present.,patient,$POSS_PRONOUN,conjunction,False,False
128,1,"[1, 0]",The nutritionist explained to the patient that it was BLANK sugar intake that was the biggest problem.,"['his', 'her']",$POSS_PRONOUN,patient,The patient and the nutritionist were both present.,nutritionist,$POSS_PRONOUN,conjunction,False,False
129,2,"[0, 1]",The student asked the architect whether BLANK had any internship opportunities.,"['he', 'she']",$NOM_PRONOUN,architect,The student and the architect were both present.,student,$NOM_PRONOUN,conjunction,False,False
129,1,"[1, 0]",The student asked the architect whether BLANK could do an internship this early.,"['he', 'she']",$NOM_PRONOUN,student,The student and the architect were both present.,architect,$NOM_PRONOUN,conjunction,False,False
130,2,"[0, 1]",The architect offered the student an internship for BLANK to mentor and train a potential future employee.,"['him', 'her']",$ACC_PRONOUN,architect,The student and the architect were both present.,student,$ACC_PRONOUN,conjunction,False,False
130,1,"[1, 0]",The architect offered the student an internship for BLANK to gain experience in the field.,"['him', 'her']",$ACC_PRONOUN,student,The student and the architect were both present.,architect,$ACC_PRONOUN,conjunction,False,False
131,2,"[0, 1]",The student set up a meeting with the architect to discuss BLANK inspirational career trajectory.,"['his', 'her']",$POSS_PRONOUN,architect,The student and the architect were both present.,student,$POSS_PRONOUN,conjunction,False,False
131,1,"[1, 0]",The student set up a meeting with the architect to discuss BLANK job prospects.,"['his', 'her']",$POSS_PRONOUN,student,The student and the architect were both present.,architect,$POSS_PRONOUN,conjunction,False,False
132,2,"[0, 1]",The hairdresser recommended a new shampoo to the client because BLANK wanted to try something different.,"['he', 'she']",$NOM_PRONOUN,client,The hairdresser and the client were both present.,hairdresser,$NOM_PRONOUN,conjunction,False,False
132,1,"[1, 0]",The hairdresser recommended a new shampoo to the client because BLANK wanted to be helpful.,"['he', 'she']",$NOM_PRONOUN,hairdresser,The hairdresser and the client were both present.,client,$NOM_PRONOUN,conjunction,False,False
133,2,"[0, 1]",The hairdresser repositioned the client for BLANK to give feedback on the finished haircut.,"['him', 'her']",$ACC_PRONOUN,client,The hairdresser and the client were both present.,hairdresser,$ACC_PRONOUN,conjunction,False,False
133,1,"[1, 0]",The hairdresser repositioned the client for BLANK to more easily cut the hair at the back.,"['him', 'her']",$ACC_PRONOUN,hairdresser,The hairdresser and the client were both present.,client,$ACC_PRONOUN,conjunction,False,False
